ImageId,Label
428,4
429,7
430,4
431,4
432,7
433,1
434,4
435,9
436,2
437,8
438,2
439,1
440,9
441,1
442,7
443,9
444,7
445,7
446,9
447,4
448,9
449,4
450,4
451,9
452,5
453,9
454,7
455,2
456,2
457,6
458,8
459,3
460,7
461,5
462,7
463,3
464,3
465,3
466,3
467,8
468,4
469,3
470,5
471,7
472,2
473,4
474,3
475,0
476,3
477,3
478,3
479,1
480,2
481,7
482,8
483,2
484,4
485,3
486,4
487,7
488,4
489,7
490,4
491,4
492,7
493,3
494,7
495,2
496,3
497,4
498,3
499,4
500,9
501,9
502,7
503,9
504,9
505,1
506,4
507,3
508,1
509,2
510,8
511,9
512,1
513,2
514,9
515,7
516,3
517,5
518,7
519,9
520,3
521,4
522,9
523,9
524,9
525,1
526,1
527,9
528,1
529,1
530,9
531,9
532,9
533,7
534,7
535,8
536,1
537,2
538,1
539,9
540,9
541,2
542,3
543,1
544,3
545,9
546,2
547,3
548,7
549,4
550,7
551,3
552,7
553,3
554,7
555,2
556,2
557,1
558,9
559,9
560,7
561,7
562,3
563,8
564,1
565,9
566,4
567,9
568,7
569,3
570,6
571,9
572,9
573,7
574,7
575,9
576,2
577,9
578,6
579,6
580,4
581,3
582,1
583,9
584,6
585,3
586,1
587,7
588,2
589,9
590,7
591,7
592,3
593,9
594,7
595,7
596,3
597,9
598,6
599,3
600,3
601,2
602,7
603,3
604,2
605,9
606,7
607,7
608,7
609,2
610,7
611,3
612,9
613,4
614,7
615,4
616,9
617,9
618,7
619,9
620,7
621,4
622,7
623,4
624,9
625,3
626,7
627,8
628,3
629,6
630,7
631,2
632,1
633,4
634,2
635,1
636,4
637,7
638,2
639,1
640,1
641,7
642,2
643,4
644,7
645,3
646,1
647,7
648,4
649,9
650,9
651,7
652,4
653,4
654,2
655,3
656,2
657,9
658,3
659,7
660,9
661,9
662,0
663,5
664,1
665,2
666,9
667,1
668,7
669,9
670,1
671,3
672,4
673,3
674,7
675,2
676,7
677,8
678,2
679,3
680,9
681,2
682,2
683,2
684,3
685,8
686,7
687,1
688,2
689,7
690,4
691,3
692,2
693,9
694,7
695,7
696,4
697,4
698,9
699,7
700,1
701,4
702,9
703,2
704,3
705,7
706,7
707,9
708,9
709,7
710,7
711,7
712,2
713,1
714,7
715,9
716,4
717,9
718,3
719,5
720,7
721,2
722,7
723,3
724,9
725,7
726,9
727,2
728,9
729,2
730,9
731,9
732,7
733,3
734,4
735,5
736,2
737,7
738,7
739,3
740,1
741,9
742,2
743,7
744,4
745,7
746,9
747,2
748,9
749,4
750,2
751,7
752,9
753,7
754,4
755,9
756,4
757,5
758,7
759,9
760,3
761,7
762,2
763,9
764,1
765,3
766,2
767,9
768,3
769,3
770,7
771,7
772,4
773,2
774,5
775,0
776,7
777,7
778,1
779,3
780,3
781,3
782,9
783,2
784,3
785,4
786,5
787,7
788,3
789,7
790,4
791,1
792,6
793,7
794,9
795,9
796,4
797,1
798,2
799,4
800,7
801,1
802,7
803,3
804,3
805,8
806,4
807,7
808,7
809,7
810,5
811,7
812,7
813,4
814,7
815,9
816,9
817,7
818,4
819,9
820,3
821,3
822,8
823,5
824,3
825,4
826,9
827,3
828,7
829,9
830,4
831,3
832,9
833,1
834,4
835,2
836,3
837,3
838,7
839,3
840,5
841,7
842,4
843,7
844,9
845,3
846,2
847,9
848,9
849,7
850,3
851,7
852,4
853,9
854,9
855,4
856,7
857,3
858,3
859,2
860,9
861,7
862,9
863,4
864,9
865,7
866,9
867,6
868,3
869,5
870,7
871,2
872,9
873,9
874,2
875,1
876,4
877,5
878,5
879,2
880,2
881,7
882,1
883,8
884,9
885,2
886,9
887,1
888,5
889,4
890,4
891,7
892,3
893,2
894,2
895,7
896,6
897,2
898,7
899,9
900,1
901,3
902,2
903,4
904,7
905,9
906,9
907,7
908,2
909,4
910,9
911,9
912,7
913,7
914,9
915,5
916,4
917,7
918,7
919,3
920,7
921,7
922,7
923,4
924,7
925,9
926,2
927,7
928,2
929,9
930,4
931,4
932,4
933,7
934,3
935,9
936,7
937,7
938,2
939,3
940,4
941,2
942,9
943,3
944,7
945,1
946,4
947,7
948,9
949,7
950,5
951,2
952,1
953,7
954,2
955,3
956,2
957,8
958,7
959,9
960,9
961,3
962,7
963,4
964,7
965,2
966,3
967,1
968,2
969,9
970,1
971,3
972,4
973,9
974,6
975,7
976,3
977,7
978,9
979,2
980,7
981,7
982,7
983,9
984,3
985,9
986,1
987,9
988,3
989,5
990,2
991,5
992,3
993,9
994,7
995,7
996,7
997,2
998,4
999,2
1000,4
1001,2
1002,9
1003,9
1004,9
1005,7
1006,3
1007,3
1008,9
1009,0
1010,4
1011,9
1012,4
1013,3
1014,4
1015,7
1016,2
1017,9
1018,3
1019,8
1020,7
1021,9
1022,5
1023,8
1024,3
1025,3
1026,4
1027,7
1028,1
1029,2
1030,1
1031,7
1032,7
1033,4
1034,3
1035,5
1036,7
1037,3
1038,7
1039,2
1040,9
1041,1
1042,2
1043,1
1044,7
1045,9
1046,9
1047,2
1048,7
1049,2
1050,3
1051,4
1052,2
1053,3
1054,3
1055,3
1056,2
1057,7
1058,7
1059,6
1060,3
1061,6
1062,9
1063,2
1064,2
1065,2
1066,4
1067,7
1068,9
1069,7
1070,7
1071,7
1072,4
1073,7
1074,3
1075,7
1076,8
1077,7
1078,7
1079,2
1080,4
1081,2
1082,2
1083,4
1084,3
1085,7
1086,2
1087,2
1088,7
1089,3
1090,4
1091,0
1092,6
1093,7
1094,1
1095,5
1096,6
1097,7
1098,3
1099,7
1100,3
1101,4
1102,2
1103,4
1104,3
1105,7
1106,0
1107,2
1108,6
1109,7
1110,2
1111,9
1112,2
1113,7
1114,3
1115,4
1116,7
1117,6
1118,7
1119,3
1120,9
1121,4
1122,2
1123,1
1124,9
1125,6
1126,0
1127,1
1128,2
1129,3
1130,1
1131,7
1132,7
1133,7
1134,3
1135,3
1136,2
1137,4
1138,5
1139,7
1140,3
1141,3
1142,7
1143,4
1144,7
1145,2
1146,2
1147,9
1148,4
1149,9
1150,5
1151,7
1152,7
1153,9
1154,9
1155,4
1156,4
1157,2
1158,7
1159,3
1160,4
1161,7
1162,5
1163,9
1164,3
1165,9
1166,9
1167,2
1168,4
1169,3
1170,9
1171,3
1172,2
1173,7
1174,4
1175,3
1176,4
1177,9
1178,7
1179,4
1180,0
1181,0
1182,7
1183,3
1184,3
1185,1
1186,7
1187,9
1188,3
1189,1
1190,7
1191,3
1192,1
1193,3
1194,7
1195,9
1196,3
1197,2
1198,2
1199,1
1200,9
1201,2
1202,4
1203,7
1204,1
1205,9
1206,4
1207,3
1208,9
1209,3
1210,9
1211,4
1212,9
1213,9
1214,9
1215,5
1216,7
1217,7
1218,9
1219,9
1220,9
1221,3
1222,1
1223,3
1224,4
1225,7
1226,7
1227,9
1228,7
1229,4
1230,9
1231,4
1232,7
1233,3
1234,1
1235,7
1236,5
1237,3
1238,4
1239,7
1240,4
1241,9
1242,5
1243,5
1244,9
1245,9
1246,9
1247,3
1248,2
1249,3
1250,8
1251,7
1252,2
1253,2
1254,7
1255,4
1256,1
1257,7
1258,2
1259,9
1260,3
1261,9
1262,3
1263,6
1264,4
1265,9
1266,4
1267,7
1268,2
1269,4
1270,7
1271,7
1272,7
1273,2
1274,0
1275,1
1276,4
1277,2
1278,2
1279,7
1280,2
1281,3
1282,9
1283,3
1284,2
1285,9
1286,1
1287,3
1288,2
1289,1
1290,7
1291,7
1292,9
1293,9
1294,2
1295,7
1296,9
1297,7
1298,2
1299,2
1300,6
1301,6
1302,4
1303,5
1304,1
1305,7
1306,9
1307,3
1308,3
1309,6
1310,7
1311,7
1312,7
1313,3
1314,7
1315,4
1316,2
1317,4
1318,4
1319,7
1320,1
1321,7
1322,2
1323,7
1324,4
1325,7
1326,1
1327,3
1328,2
1329,3
1330,7
1331,3
1332,9
1333,3
1334,1
1335,3
1336,5
1337,4
1338,4
1339,3
1340,2
1341,6
1342,7
1343,1
1344,3
1345,4
1346,9
1347,3
1348,4
1349,3
1350,3
1351,8
1352,2
1353,2
1354,2
1355,3
1356,2
1357,3
1358,7
1359,1
1360,3
1361,7
1362,1
1363,9
1364,8
1365,4
1366,7
1367,4
1368,4
1369,2
1370,7
1371,2
1372,9
1373,6
1374,1
1375,2
1376,2
1377,1
1378,3
1379,7
1380,7
1381,9
1382,9
1383,2
1384,9
1385,7
1386,7
1387,1
1388,1
1389,7
1390,7
1391,9
1392,9
1393,4
1394,9
1395,7
1396,9
1397,3
1398,7
1399,3
1400,9
1401,1
1402,3
1403,3
1404,9
1405,7
1406,7
1407,7
1408,7
1409,3
1410,0
1411,2
1412,3
1413,9
1414,8
1415,7
1416,7
1417,9
1418,9
1419,2
1420,7
1421,4
1422,2
1423,7
1424,4
1425,7
1426,9
1427,1
1428,9
1429,7
1430,7
1431,5
1432,1
1433,7
1434,9
1435,7
1436,4
1437,9
1438,4
1439,3
1440,9
1441,7
1442,3
1443,9
1444,3
1445,7
1446,3
1447,2
1448,3
1449,2
1450,1
1451,7
1452,7
1453,4
1454,3
1455,2
1456,6
1457,9
1458,9
1459,3
1460,7
1461,1
1462,7
1463,3
1464,9
1465,4
1466,9
1467,1
1468,2
1469,3
1470,7
1471,5
1472,4
1473,9
1474,1
1475,9
1476,3
1477,3
1478,7
1479,9
1480,3
1481,2
1482,9
1483,9
1484,4
1485,4
1486,2
1487,4
1488,9
1489,4
1490,2
1491,9
1492,3
1493,3
1494,4
1495,9
1496,3
1497,9
1498,7
1499,4
1500,2
1501,9
1502,7
1503,7
1504,7
1505,9
1506,9
1507,2
1508,5
1509,9
1510,7
1511,3
1512,7
1513,2
1514,9
1515,9
1516,3
1517,8
1518,7
1519,4
1520,9
1521,1
1522,5
1523,9
1524,7
1525,1
1526,3
1527,1
1528,7
1529,9
1530,4
1531,5
1532,1
1533,9
1534,4
1535,3
1536,9
1537,9
1538,7
1539,9
1540,2
1541,9
1542,7
1543,0
1544,1
1545,1
1546,7
1547,7
1548,9
1549,9
1550,4
1551,2
1552,2
1553,7
1554,3
1555,7
1556,1
1557,3
1558,9
1559,9
1560,9
1561,8
1562,7
1563,9
1564,9
1565,3
1566,2
1567,7
1568,8
1569,9
1570,6
1571,3
1572,7
1573,4
1574,2
1575,3
1576,9
1577,7
1578,6
1579,2
1580,9
1581,1
1582,2
1583,3
1584,7
1585,2
1586,2
1587,2
1588,5
1589,2
1590,3
1591,7
1592,6
1593,3
1594,7
1595,2
1596,7
1597,5
1598,7
1599,9
1600,7
1601,2
1602,4
1603,7
1604,3
1605,9
1606,2
1607,7
1608,9
1609,1
1610,2
1611,9
1612,9
1613,5
1614,9
1615,7
1616,3
1617,0
1618,9
1619,4
1620,5
1621,7
1622,2
1623,4
1624,4
1625,4
1626,3
1627,3
1628,2
1629,7
1630,4
1631,9
1632,4
1633,3
1634,2
1635,7
1636,2
1637,9
1638,7
1639,7
1640,7
1641,7
1642,1
1643,7
1644,7
1645,2
1646,7
1647,6
1648,4
1649,6
1650,2
1651,1
1652,2
1653,9
1654,7
1655,3
1656,4
1657,4
1658,8
1659,3
1660,2
1661,7
1662,3
1663,7
1664,9
1665,7
1666,7
1667,6
1668,4
1669,9
1670,4
1671,7
1672,5
1673,9
1674,7
1675,5
1676,3
1677,4
1678,2
1679,4
1680,9
1681,3
1682,3
1683,4
1684,4
1685,7
1686,9
1687,7
1688,3
1689,3
1690,7
1691,7
1692,4
1693,7
1694,6
1695,4
1696,9
1697,9
1698,1
1699,3
1700,1
1701,4
1702,4
1703,2
1704,9
1705,9
1706,7
1707,2
1708,3
1709,3
1710,7
1711,9
1712,7
1713,9
1714,9
1715,7
1716,7
1717,7
1718,1
1719,3
1720,5
1721,3
1722,3
1723,9
1724,6
1725,7
1726,2
1727,1
1728,9
1729,2
1730,4
1731,3
1732,9
1733,7
1734,4
1735,3
1736,2
1737,7
1738,7
1739,3
1740,3
1741,6
1742,9
1743,3
1744,3
1745,9
1746,7
1747,5
1748,3
1749,0
1750,1
1751,7
1752,5
1753,2
1754,2
1755,3
1756,9
1757,2
1758,7
1759,7
1760,2
1761,9
1762,2
1763,7
1764,3
1765,9
1766,1
1767,3
1768,1
1769,5
1770,5
1771,7
1772,2
1773,2
1774,9
1775,1
1776,4
1777,9
1778,0
1779,3
1780,7
1781,9
1782,9
1783,8
1784,7
1785,4
1786,6
1787,2
1788,7
1789,6
1790,2
1791,7
1792,7
1793,9
1794,7
1795,4
1796,8
1797,2
1798,0
1799,9
1800,7
1801,2
1802,3
1803,2
1804,3
1805,3
1806,4
1807,9
1808,3
1809,6
1810,3
1811,1
1812,9
1813,6
1814,1
1815,8
1816,7
1817,7
1818,2
1819,9
1820,9
1821,4
1822,5
1823,3
1824,1
1825,9
1826,7
1827,3
1828,7
1829,9
1830,3
1831,2
1832,2
1833,9
1834,3
1835,7
1836,2
1837,9
1838,2
1839,2
1840,6
1841,7
1842,9
1843,2
1844,3
1845,3
1846,9
1847,2
1848,5
1849,3
1850,3
1851,4
1852,1
1853,7
1854,9
1855,9
1856,4
1857,1
1858,2
1859,1
1860,7
1861,1
1862,9
1863,4
1864,2
1865,7
1866,3
1867,4
1868,1
1869,7
1870,1
1871,3
1872,1
1873,4
1874,6
1875,4
1876,9
1877,9
1878,4
1879,8
1880,7
1881,7
1882,9
1883,9
1884,4
1885,7
1886,2
1887,7
1888,1
1889,5
1890,2
1891,4
1892,9
1893,7
1894,7
1895,7
1896,5
1897,7
1898,2
1899,7
1900,9
1901,9
1902,1
1903,3
1904,5
1905,8
1906,4
1907,4
1908,7
1909,3
1910,7
1911,2
1912,3
1913,1
1914,2
1915,5
1916,9
1917,2
1918,2
1919,0
1920,4
1921,3
1922,6
1923,4
1924,4
1925,4
1926,9
1927,3
1928,7
1929,3
1930,9
1931,7
1932,2
1933,4
1934,7
1935,4
1936,4
1937,1
1938,4
1939,2
1940,0
1941,2
1942,2
1943,6
1944,3
1945,7
1946,4
1947,1
1948,1
1949,7
1950,9
1951,3
1952,1
1953,4
1954,2
1955,2
1956,7
1957,0
1958,9
1959,6
1960,9
1961,3
1962,7
1963,8
1964,4
1965,7
1966,2
1967,7
1968,9
1969,9
1970,3
1971,2
1972,4
1973,7
1974,9
1975,7
1976,4
1977,2
1978,9
1979,2
1980,7
1981,9
1982,3
1983,9
1984,7
1985,0
1986,3
1987,2
1988,5
1989,7
1990,4
1991,9
1992,3
1993,7
1994,4
1995,7
1996,8
1997,2
1998,7
1999,1
2000,2
2001,7
2002,6
2003,5
2004,6
2005,9
2006,2
2007,7
2008,2
2009,9
2010,7
2011,4
2012,7
2013,1
2014,2
2015,9
2016,9
2017,7
2018,2
2019,4
2020,7
2021,4
2022,9
2023,2
2024,1
2025,9
2026,4
2027,3
2028,3
2029,7
2030,9
2031,7
2032,3
2033,2
2034,2
2035,1
2036,7
2037,6
2038,7
2039,4
2040,7
2041,4
2042,1
2043,9
2044,1
2045,5
2046,5
2047,3
2048,9
2049,4
2050,4
2051,9
2052,9
2053,5
2054,5
2055,9
2056,7
2057,4
2058,7
2059,7
2060,7
2061,3
2062,1
2063,7
2064,2
2065,8
2066,0
2067,9
2068,9
2069,3
2070,4
2071,4
2072,3
2073,7
2074,9
2075,8
2076,4
2077,4
2078,9
2079,2
2080,3
2081,3
2082,4
2083,6
2084,1
2085,7
2086,7
2087,2
2088,4
2089,7
2090,3
2091,2
2092,7
2093,4
2094,1
2095,4
2096,9
2097,5
2098,3
2099,4
2100,7
2101,1
2102,5
2103,7
2104,9
2105,9
2106,7
2107,3
2108,1
2109,3
2110,1
2111,4
2112,9
2113,7
2114,4
2115,2
2116,9
2117,9
2118,7
2119,2
2120,3
2121,7
2122,2
2123,7
2124,7
2125,9
2126,2
2127,9
2128,2
2129,7
2130,7
2131,2
2132,4
2133,3
2134,1
2135,4
2136,7
2137,4
2138,5
2139,9
2140,7
2141,2
2142,1
2143,1
2144,7
2145,9
2146,5
2147,3
2148,3
2149,3
2150,2
2151,7
2152,9
2153,3
2154,7
2155,1
2156,1
2157,1
2158,2
2159,7
2160,7
2161,7
2162,7
2163,2
2164,7
2165,7
2166,3
2167,9
2168,3
2169,3
2170,2
2171,4
2172,1
2173,1
2174,4
2175,9
2176,7
2177,9
2178,9
2179,3
2180,4
2181,9
2182,6
2183,7
2184,4
2185,7
2186,9
2187,7
2188,5
2189,9
2190,4
2191,7
2192,2
2193,1
2194,9
2195,3
2196,7
2197,3
2198,4
2199,2
2200,5
2201,1
2202,9
2203,8
2204,6
2205,3
2206,1
2207,2
2208,2
2209,8
2210,9
2211,3
2212,9
2213,7
2214,3
2215,3
2216,7
2217,3
2218,1
2219,3
2220,3
2221,3
2222,1
2223,9
2224,3
2225,2
2226,1
2227,2
2228,2
2229,7
2230,2
2231,4
2232,3
2233,4
2234,3
2235,8
2236,4
2237,9
2238,9
2239,9
2240,4
2241,4
2242,3
2243,9
2244,4
2245,3
2246,9
2247,6
2248,0
2249,7
2250,3
2251,4
2252,9
2253,7
2254,4
2255,3
2256,7
2257,2
2258,1
2259,9
2260,3
2261,0
2262,7
2263,2
2264,6
2265,9
2266,7
2267,7
2268,7
2269,4
2270,4
2271,7
2272,9
2273,3
2274,9
2275,2
2276,9
2277,4
2278,7
2279,1
2280,4
2281,4
2282,9
2283,3
2284,9
2285,2
2286,4
2287,2
2288,9
2289,3
2290,6
2291,3
2292,7
2293,8
2294,3
2295,7
2296,3
2297,9
2298,9
2299,7
2300,9
2301,6
2302,7
2303,3
2304,1
2305,9
2306,1
2307,3
2308,7
2309,3
2310,7
2311,7
2312,3
2313,3
2314,7
2315,1
2316,4
2317,9
2318,1
2319,0
2320,4
2321,1
2322,5
2323,2
2324,9
2325,4
2326,7
2327,7
2328,1
2329,7
2330,3
2331,4
2332,7
2333,3
2334,3
2335,7
2336,3
2337,7
2338,2
2339,3
2340,7
2341,9
2342,1
2343,2
2344,7
2345,1
2346,9
2347,7
2348,6
2349,7
2350,2
2351,4
2352,2
2353,7
2354,4
2355,6
2356,7
2357,3
2358,3
2359,7
2360,9
2361,9
2362,9
2363,6
2364,9
2365,7
2366,7
2367,1
2368,1
2369,1
2370,7
2371,2
2372,2
2373,9
2374,9
2375,5
2376,1
2377,7
2378,4
2379,4
2380,9
2381,3
2382,3
2383,8
2384,7
2385,2
2386,6
2387,7
2388,4
2389,4
2390,3
2391,4
2392,3
2393,3
2394,9
2395,7
2396,7
2397,1
2398,3
2399,7
2400,7
2401,2
2402,2
2403,1
2404,1
2405,9
2406,7
2407,1
2408,4
2409,9
2410,7
2411,4
2412,2
2413,3
2414,4
2415,9
2416,4
2417,3
2418,8
2419,4
2420,4
2421,1
2422,7
2423,3
2424,9
2425,3
2426,7
2427,7
2428,1
2429,3
2430,9
2431,2
2432,3
2433,5
2434,3
2435,4
2436,3
2437,2
2438,8
2439,7
2440,4
2441,5
2442,7
2443,9
2444,4
2445,4
2446,7
2447,3
2448,9
2449,9
2450,4
2451,2
2452,4
2453,9
2454,7
2455,3
2456,2
2457,7
2458,7
2459,4
2460,7
2461,9
2462,1
2463,0
2464,3
2465,2
2466,3
2467,9
2468,3
2469,3
2470,9
2471,4
2472,3
2473,5
2474,9
2475,9
2476,1
2477,7
2478,3
2479,3
2480,9
2481,1
2482,7
2483,4
2484,9
2485,7
2486,9
2487,7
2488,7
2489,7
2490,7
2491,3
2492,7
2493,2
2494,6
2495,9
2496,2
2497,8
2498,9
2499,1
2500,7
2501,4
2502,9
2503,2
2504,9
2505,9
2506,4
2507,7
2508,7
2509,1
2510,1
2511,2
2512,4
2513,1
2514,2
2515,2
2516,2
2517,6
2518,2
2519,7
2520,2
2521,6
2522,7
2523,3
2524,9
2525,1
2526,2
2527,0
2528,4
2529,3
2530,9
2531,7
2532,2
2533,1
2534,5
2535,4
2536,9
2537,8
2538,4
2539,3
2540,1
2541,7
2542,1
2543,9
2544,1
2545,3
2546,3
2547,7
2548,6
2549,2
2550,9
2551,7
2552,6
2553,3
2554,9
2555,3
2556,7
2557,9
2558,4
2559,7
2560,7
2561,7
2562,2
2563,4
2564,1
2565,3
2566,9
2567,9
2568,2
2569,7
2570,9
2571,2
2572,7
2573,2
2574,3
2575,3
2576,2
2577,4
2578,9
2579,7
2580,2
2581,9
2582,3
2583,9
2584,3
2585,7
2586,7
2587,3
2588,1
2589,9
2590,2
2591,5
2592,3
2593,0
2594,4
2595,7
2596,1
2597,3
2598,4
2599,4
2600,5
2601,2
2602,7
2603,1
2604,3
2605,2
2606,4
2607,2
2608,5
2609,4
2610,9
2611,7
2612,1
2613,9
2614,1
2615,4
2616,3
2617,6
2618,9
2619,9
2620,4
2621,7
2622,9
2623,2
2624,4
2625,9
2626,7
2627,4
2628,9
2629,2
2630,2
2631,6
2632,9
2633,1
2634,9
2635,4
2636,4
2637,9
2638,9
2639,2
2640,7
2641,7
2642,6
2643,9
2644,3
2645,9
2646,9
2647,2
2648,4
2649,7
2650,1
2651,7
2652,7
2653,9
2654,9
2655,2
2656,5
2657,3
2658,4
2659,9
2660,7
2661,9
2662,3
2663,9
2664,3
2665,2
2666,7
2667,7
2668,3
2669,9
2670,9
2671,9
2672,9
2673,4
2674,1
2675,2
2676,4
2677,5
2678,1
2679,3
2680,1
2681,4
2682,7
2683,7
2684,2
2685,9
2686,1
2687,2
2688,9
2689,0
2690,3
2691,2
2692,7
2693,7
2694,3
2695,3
2696,9
2697,5
2698,2
2699,9
2700,4
2701,2
2702,3
2703,2
2704,6
2705,7
2706,7
2707,9
2708,6
2709,9
2710,9
2711,7
2712,7
2713,0
2714,1
2715,1
2716,6
2717,7
2718,7
2719,3
2720,9
2721,0
2722,8
2723,2
2724,4
2725,4
2726,9
2727,2
2728,7
2729,7
2730,1
2731,2
2732,7
2733,2
2734,2
2735,2
2736,2
2737,4
2738,4
2739,9
2740,4
2741,7
2742,4
2743,7
2744,5
2745,3
2746,7
2747,2
2748,6
2749,7
2750,7
2751,4
2752,3
2753,4
2754,3
2755,2
2756,7
2757,3
2758,2
2759,5
2760,4
2761,7
2762,3
2763,2
2764,1
2765,3
2766,9
2767,2
2768,7
2769,3
2770,9
2771,1
2772,7
2773,7
2774,3
2775,9
2776,9
2777,8
2778,2
2779,2
2780,5
2781,5
2782,7
2783,1
2784,4
2785,7
2786,4
2787,7
2788,1
2789,4
2790,7
2791,7
2792,7
2793,9
2794,1
2795,9
2796,9
2797,2
2798,3
2799,7
2800,9
2801,9
2802,7
2803,7
2804,9
2805,9
2806,7
2807,9
2808,9
2809,7
2810,2
2811,4
2812,5
2813,9
2814,2
2815,8
2816,7
2817,9
2818,8
2819,5
2820,2
2821,7
2822,2
2823,3
2824,7
2825,1
2826,7
2827,2
2828,5
2829,9
2830,3
2831,7
2832,2
2833,4
2834,7
2835,1
2836,9
2837,0
2838,9
2839,1
2840,9
2841,3
2842,2
2843,1
2844,3
2845,2
2846,1
2847,2
2848,1
2849,9
2850,2
2851,9
2852,7
2853,5
2854,7
2855,9
2856,2
2857,4
2858,9
2859,7
2860,7
2861,1
2862,7
2863,0
2864,9
2865,1
2866,7
2867,9
2868,7
2869,3
2870,2
2871,9
2872,4
2873,2
2874,9
2875,9
2876,1
2877,6
2878,7
2879,5
2880,1
2881,9
2882,4
2883,2
2884,9
2885,9
2886,2
2887,7
2888,2
2889,2
2890,7
2891,9
2892,4
2893,7
2894,1
2895,4
2896,2
2897,8
2898,6
2899,8
2900,7
2901,3
2902,7
2903,5
2904,5
2905,2
2906,2
2907,3
2908,7
2909,9
2910,4
2911,4
2912,4
2913,7
2914,6
2915,9
2916,4
2917,7
2918,6
2919,4
2920,4
2921,4
2922,4
2923,4
2924,2
2925,4
2926,2
2927,7
2928,7
2929,9
2930,9
2931,3
2932,9
2933,7
2934,7
2935,2
2936,3
2937,7
2938,9
2939,1
2940,4
2941,5
2942,2
2943,9
2944,7
2945,9
2946,7
2947,9
2948,3
2949,3
2950,9
2951,3
2952,3
2953,2
2954,7
2955,3
2956,2
2957,9
2958,6
2959,7
2960,2
2961,6
2962,4
2963,9
2964,3
2965,9
2966,1
2967,7
2968,3
2969,2
2970,9
2971,9
2972,2
2973,9
2974,9
2975,2
2976,2
2977,5
2978,4
2979,1
2980,7
2981,3
2982,2
2983,2
2984,7
2985,9
2986,4
2987,7
2988,2
2989,9
2990,2
2991,3
2992,4
2993,7
2994,7
2995,5
2996,9
